ID,Age,Income (USD),Rent (USD),Groceries (USD),Eating Out (USD),Entertainment (USD),Subscription Services (USD),Education (USD),Online Shopping (USD),Savings (USD),Investments (USD),Travel (USD),Fitness (USD),Miscellaneous (USD),total_expense,savings_rate,expense_to_income_ratio,discretionary_vs_fixed_ratio,PCA1,PCA2,cluster
23,27,5091,1601,420,320,198,14,505,402,1916,3153,1115,229,147,4951,0.3763504223138872,0.9725004910626596,0.9600158353127476,0.10723162371163952,-0.030318543526645408,1
24,23,3647,367,163,307,212,32,1348,174,494,4126,915,239,145,3902,0.1354537976418974,1.0699204825884288,1.0777422790202342,-1.2692706615286455,-0.5100354051878352,3
25,26,6073,1392,426,229,111,18,1718,194,2447,3055,1784,274,336,6482,0.4029310060925407,1.067347274822987,0.8331447963800905,2.0103961257502174,0.6293156039461252,1
26,18,7218,1488,359,422,388,67,679,134,848,659,592,273,99,4501,0.1174840676087558,0.6235799390412857,0.7818685669041964,-0.4133270691635604,-1.1327819403810626,3
27,27,4869,1812,292,221,250,68,1361,409,2432,4642,741,119,396,5669,0.4994865475456972,1.1643047853768742,0.6360750360750361,1.5184666774582214,-0.5300210803657128,1
28,20,2439,604,242,487,97,89,689,330,429,2582,1075,209,376,4198,0.1758917589175891,1.7211972119721195,1.7348534201954398,-1.5305414533846236,1.202136662489176,0
29,24,2025,973,203,323,104,63,884,319,2197,1129,1361,235,352,4817,1.0849382716049385,2.3787654320987652,1.3383495145631068,0.47313329331318504,1.778422213758536,2
30,21,7977,664,559,308,49,55,1118,37,2131,2274,1211,194,194,4389,0.2671430362291588,0.5502068446784505,0.8748398120461341,-0.7267311497037197,-0.8479056712365097,3
31,26,1501,1120,505,184,232,31,1568,31,872,4466,1690,40,164,5565,0.580946035976016,3.707528314457029,0.7428750391481366,2.6828521109031183,1.1206445550494197,2
32,20,1874,1702,313,220,68,73,622,423,1745,1468,1585,111,145,5262,0.931163287086446,2.807897545357524,0.9954493742889648,1.4891442460044655,1.4256234713485771,2
33,22,3840,642,341,259,284,17,1169,251,1832,2102,953,268,201,4385,0.4770833333333333,1.1419270833333333,1.037639405204461,-0.4068946091683215,-0.02114226377409672,3
34,20,5505,1246,530,285,164,29,892,624,477,3266,779,108,238,4895,0.0866485013623978,0.8891916439600364,0.8347076461769115,-0.04865589076402238,-0.6200698777999597,1
35,24,4552,1198,308,471,88,60,952,297,1887,2471,1295,294,297,5260,0.414543057996485,1.155536028119508,1.1399511798209927,0.1748259276543146,0.6669328693323734,1
36,22,6148,1877,192,470,77,87,1254,372,1723,1151,380,275,102,5086,0.2802537410540013,0.8272608978529603,0.5305446885344568,0.7219430060365786,-1.595703793993989,3
37,26,3865,1677,529,235,204,48,783,322,1099,92,666,149,160,4773,0.2843467011642949,1.234928848641656,0.5968551354968217,0.5876643837795189,-1.1734316386239114,1
38,24,3025,1739,241,466,81,46,1871,560,1948,2566,453,295,353,6105,0.6439669421487604,2.018181818181818,0.5853025188262789,2.670447867249748,-0.18408335492905756,2
39,19,7447,1432,533,413,327,59,494,489,1661,1281,557,225,114,4643,0.2230428360413589,0.6234725392775614,0.8881659211061407,-0.4200920558367432,-0.6753640305070865,3
40,21,5976,1886,503,492,315,43,1061,96,873,2900,1989,41,384,6810,0.1460843373493976,1.1395582329317269,0.9739130434782608,1.8961893118382078,1.13088513498561,1
41,26,3146,1061,533,144,185,84,1448,540,1183,2799,1200,97,213,5505,0.3760330578512397,1.7498410680228862,0.8096646942800789,1.19214852308459,0.32118271051035585,1
42,19,1513,1820,211,427,190,42,1670,43,1903,3177,1338,72,129,5942,1.2577660277594185,3.9272967614011898,0.6055120237773575,3.789569742542433,1.1210069966165432,2
43,27,6099,640,516,60,82,40,1869,34,1198,4511,1785,288,71,5385,0.1964256435481226,0.88293162813576,0.7801652892561983,0.7039729247715523,-0.24682878488684054,1
44,26,3778,1241,474,117,166,63,746,695,2150,2604,1837,83,122,5544,0.5690841715193224,1.467443091582848,1.2527427874847623,0.46084955737309824,1.630827529722485,1
45,27,7604,682,158,428,325,53,436,544,1698,3881,1088,133,120,3967,0.2233035244608101,0.5216991057338243,2.1089341692789967,-2.752159319071372,1.256121442081492,0
46,22,4655,1303,142,259,180,43,1854,366,847,2413,275,278,161,4861,0.1819548872180451,1.0442534908700325,0.4734768111548954,0.7693665983119419,-1.7776023017200353,3
47,19,1629,1856,306,245,160,80,1391,191,1571,1544,1033,294,220,5776,0.9643953345610804,3.54573357888275,0.6256684491978609,3.270929949241587,0.8202417544855318,2
48,21,5314,599,367,418,353,71,344,346,1864,3530,914,130,338,3880,0.3507715468573579,0.7301467820850583,1.9618320610687023,-2.4424782654648243,1.0693809920498663,0
49,24,6433,438,395,147,116,32,1183,504,2422,2646,1178,221,218,4432,0.3764961915125136,0.6889476138660034,1.1984126984126984,-0.9955237739106235,0.17330190322856048,0
50,25,4716,658,217,142,240,55,549,508,1653,4784,794,157,303,3623,0.3505089058524173,0.7682357930449534,1.5442415730337078,-2.208034862143024,0.2222953186015857,0
51,20,4438,1135,119,71,62,65,1685,481,1715,2058,542,87,236,4483,0.3864353312302839,1.0101397025687249,0.5253487580809799,0.17625720094972272,-1.6002723362229188,3
52,18,5428,1822,321,499,311,16,1935,397,2362,4514,368,23,65,5757,0.4351510685335298,1.060611643330877,0.4117214320745463,2.0241134770683566,-1.5646871975670456,1
53,21,3540,1708,265,221,397,98,819,607,1608,1145,1292,145,47,5599,0.4542372881355932,1.581638418079096,1.0053724928366763,0.9162648910674696,0.9516340196081,1
54,19,1527,1927,230,432,127,70,540,183,428,910,1350,289,21,5169,0.2802881466928618,3.3850687622789786,0.9165739710789766,1.584559552818813,0.9491239626859982,2
55,25,3613,1603,255,183,285,12,143,391,2402,3306,822,88,36,3818,0.6648214779961251,1.0567395516191531,0.9080459770114944,-0.8328934034612852,-0.639605673022468,3
56,21,2752,1960,283,475,114,47,587,592,1510,1566,1966,252,334,6610,0.5486918604651163,2.401889534883721,1.3356890459363957,1.971112563131771,2.7989622330238864,2
57,19,5856,782,189,74,281,93,656,443,225,2395,1414,202,96,4230,0.0384221311475409,0.7223360655737705,1.599877074370006,-1.9288809978897685,0.7384045687273733,0
58,23,3546,1208,193,234,332,43,1764,496,866,3005,501,251,390,5412,0.2442188381274675,1.5262267343485618,0.7099526066350711,1.2467909758104596,-0.36632278190732787,1
59,23,7068,1434,112,134,90,53,1599,401,1673,4507,1442,60,184,5509,0.236700622524052,0.7794284097340124,0.7516693163751987,0.6582889719398097,-0.4295824736501787,1
60,27,7043,1165,560,104,238,39,1882,174,1327,4248,993,241,116,5512,0.18841402811302,0.78262104216953,0.5281397283060715,1.320967501850859,-1.206180528024564,1
61,21,6055,438,421,300,40,26,344,276,1295,91,897,268,124,3134,0.2138728323699422,0.517588769611891,1.6051537822111388,-2.90311616532193,-0.29455144421670165,0
62,23,5523,1295,392,193,111,68,1292,693,1858,3992,1066,227,43,5380,0.3364113706319029,0.9741082744885028,0.8059751594494797,0.6330684640696281,-0.15374571012274366,1
63,19,5896,734,532,400,146,19,1863,87,316,330,1547,215,219,5762,0.05359565807327,0.9772727272727272,0.8414829018855865,0.9565484618457855,-0.028782330779399325,1
64,27,4874,808,329,447,99,93,695,363,1459,954,1263,129,54,4280,0.2993434550677062,0.8781288469429627,1.3362445414847162,-1.4465593886122758,0.2985498673609999,0
65,19,7930,572,421,216,331,27,1796,296,1421,3780,933,89,21,4702,0.1791929382093316,0.592938209331652,0.6859089279311581,-0.08950895465996353,-1.1275817281633151,3
66,27,4966,1422,391,461,257,54,267,692,931,2601,468,51,308,4371,0.1874748288360853,0.8801852597664116,1.1014423076923077,-1.0097861306776155,-0.3162895772033994,3
67,21,4581,403,537,273,391,68,168,410,281,2977,1783,30,351,4414,0.0613403187077057,0.963545077493997,2.9837545126353793,-3.0212330430803473,3.212370903792832,0
68,25,5278,1537,125,269,201,71,1794,468,433,4289,914,19,361,5759,0.0820386510041682,1.0911330049261083,0.6663773148148148,1.1699248003960727,-0.6429853042895048,1
69,24,2129,1987,174,228,44,68,1762,278,610,529,838,162,157,5698,0.2865194927195866,2.676373884452795,0.4524598521539638,2.619248094317374,-0.7372590746131042,2
70,26,1769,1061,555,168,175,58,32,326,482,2892,1921,95,356,4747,0.2724703222159412,2.6834369700395704,1.8804611650485437,-0.49467615399817055,2.606588433870465,0
71,25,4139,1086,463,482,24,72,376,114,1996,1266,544,122,81,3364,0.4822420874607393,0.8127567045179995,0.7475324675324675,-1.4554957539473397,-1.6765633046000534,3
72,22,3493,464,523,314,139,96,1237,483,431,1473,1112,198,318,4884,0.1233896364156885,1.3982250214715144,1.1960431654676258,-0.3835499668758704,0.5963047502758938,0
73,19,7224,1298,398,491,296,41,1585,265,1288,4734,211,121,216,4922,0.1782945736434108,0.6813399778516057,0.500152392563243,0.5601350472599386,-1.8710609749524374,3
74,22,7397,819,249,478,37,19,1463,654,1365,1597,170,184,396,4469,0.1845342706502636,0.6041638502095444,0.7657052548399842,-0.5259623023813017,-1.3249708563261227,3
75,25,4391,1607,247,199,217,20,1515,206,999,2525,1965,13,78,6067,0.2275108175814165,1.3816898200865406,0.800831107153458,1.5697427034472848,0.38059829277206936,1
76,27,6457,816,107,465,76,79,392,392,741,4793,448,231,284,3290,0.1147591760879665,0.5095245470032523,1.5019011406844107,-2.834842366634858,-0.5616602510278859,3
77,26,4932,956,128,264,112,71,488,591,1350,3761,1335,230,352,4527,0.2737226277372263,0.917883211678832,1.8797709923664123,-1.7448800487458103,1.5334446523266443,0
78,26,2780,912,395,246,38,56,721,425,733,2742,777,180,207,3957,0.2636690647482014,1.4233812949640288,0.9511834319526628,-0.8554226937711318,-0.5747613004617598,3
79,18,7776,463,573,91,372,43,945,427,2598,4635,1897,222,82,5115,0.3341049382716049,0.6577932098765432,1.5820292781423524,-0.7929283056230481,1.6551558630496903,0
80,26,7395,1982,513,102,212,26,1052,144,295,4425,610,262,327,5230,0.0398918187964841,0.7072346179851251,0.4744854806879052,1.0784468999392294,-1.8008450778329013,1
81,24,7302,363,308,492,256,63,38,356,1993,469,653,133,298,2960,0.2729389208436045,0.4053683922213092,3.1748942172073344,-4.676834088846633,1.7067936362589078,0
82,26,3860,1414,227,379,296,85,1882,360,557,3830,1202,137,49,6031,0.144300518134715,1.5624352331606215,0.7118932727788816,1.6979909160268414,0.001666367816255549,1
83,25,2075,1440,439,300,246,94,1635,582,929,533,1906,222,190,7054,0.447710843373494,3.3995180722891565,1.0073989755264656,3.41524806242737,2.7064031555121835,2
84,18,7599,566,215,344,252,49,1196,197,2404,4562,589,121,40,3569,0.3163574154494012,0.4696670614554546,0.8052604957005564,-1.5473817833284913,-1.5350813878713814,3
85,25,2807,1882,538,427,59,28,1040,670,2156,4055,405,94,318,5461,0.7680798004987531,1.9454934093338083,0.5783236994219653,1.9630868325359632,-0.46690749716394825,2
86,25,4692,1463,243,320,342,76,1079,189,2908,3679,709,13,220,4654,0.6197783461210571,0.9919011082693948,0.6710951526032316,0.25893736021699104,-0.9358106107779213,3
87,20,4678,545,529,462,172,91,225,58,1324,4087,481,74,154,2791,0.2830269345874305,0.5966224882428388,1.1485758275596614,-2.7865928076628546,-1.350670375790814,3
88,18,7552,1984,417,172,146,62,1581,88,986,761,1913,129,291,6783,0.1305614406779661,0.8981726694915254,0.7034153691612255,2.2524243331187273,0.10446583751451453,1
89,25,4234,694,334,416,256,73,66,255,492,890,1138,252,42,3526,0.1162021728861596,0.8327822390174776,2.223034734917733,-3.097423964584551,1.1293413978910674,0
90,20,7616,1810,106,436,74,92,1220,579,1775,2355,1291,146,106,5860,0.2330619747899159,0.7694327731092437,0.8686224489795918,0.7285618599814898,0.040733944461063605,1
91,20,3712,775,563,388,191,56,1677,400,2546,1955,612,256,50,4968,0.6858836206896551,1.3383620689655171,0.6477611940298508,0.9492106291607456,-0.6095596530491949,2
92,18,3852,1840,144,315,128,15,834,76,2478,2971,1500,54,140,5046,0.6433021806853583,1.309968847352025,0.7906316536550745,0.7067522627001175,-0.19598396893166262,1
93,22,5068,1276,542,397,373,25,1046,296,2627,1672,866,155,88,5064,0.5183504340962904,0.9992107340173638,0.7681564245810056,0.6323700118651485,-0.39754406607217435,1
94,27,3155,1507,338,78,203,81,998,118,2281,2836,1994,185,153,5655,0.7229793977812995,1.7923930269413628,0.9890960253253606,1.3310203399130485,1.219514395310554,2
95,24,3079,1343,539,84,387,27,1629,546,1015,4927,1147,51,390,6143,0.3296524845729133,1.9951282884053263,0.7496439760751923,2.253939285955432,0.5778742841800785,1
96,27,7443,857,531,55,217,61,1777,344,1034,4939,1533,98,334,5807,0.1389224774956334,0.7801961574633884,0.8347551342812006,0.8791918306535405,0.06378971869440679,1
97,26,3703,1317,254,445,390,57,236,480,454,3644,1498,227,165,5069,0.1226032946259789,1.3688900891169322,1.805201992252352,-0.8906654838782193,2.0065279256403636,0
98,24,2890,1847,280,160,392,52,956,198,2731,2297,760,237,352,5234,0.9449826989619378,1.8110726643598616,0.6976970483295492,1.6781120356475434,0.04302300328219293,2
99,26,3242,1905,314,343,106,48,918,593,1621,4061,1265,76,282,5850,0.5,1.8044417026526836,0.8648390181702263,1.549821801968822,0.6350722639574676,1
100,25,3425,1852,187,126,220,58,1946,138,2772,3166,1262,260,312,6361,0.8093430656934306,1.8572262773722628,0.5962358845671267,3.000237548186511,0.2131925678678272,2
101,19,2119,1182,355,398,356,21,1589,488,2437,1319,61,50,105,4605,1.150070788107598,2.173194903256253,0.4731285988483685,1.5934502864477376,-0.8440334234383654,2
102,18,2774,446,172,196,341,19,1161,568,2972,183,288,108,35,3334,1.071377072819034,1.2018745493871663,0.8740865654862282,-1.036858223868163,-0.700754347354462,3
103,24,2456,965,518,116,294,80,472,665,728,1283,1945,88,235,5378,0.2964169381107492,2.189739413680782,1.7508951406649615,-0.07404913010991963,2.788094553906421,0
104,24,3439,1627,278,441,230,64,1868,474,2779,2846,1666,208,135,6991,0.8080837452747892,2.032858389066589,0.8529021998409754,3.0935339233485806,1.6396588555065217,2
105,25,5453,919,311,57,137,10,1807,45,1270,2233,502,156,137,4081,0.2328993214744177,0.748395378690629,0.3437602897596312,0.062469008193063634,-2.599042828523363,3
106,22,3881,1119,392,171,210,58,552,509,426,4088,432,115,289,3847,0.1097655243493944,0.9912393712960578,0.864760058167717,-1.1346846328839408,-1.117235808659868,3
107,20,2468,1163,333,389,61,45,1633,27,1538,1432,831,202,362,5046,0.6231766612641815,2.0445705024311183,0.6126558005752637,1.4668624315820715,-0.5545654147070013,2
108,25,2816,881,564,224,61,30,694,535,2357,3140,1875,131,181,5176,0.8370028409090909,1.838068181818182,1.419822346891071,0.2799830142232599,1.996745165105039,2
109,23,2543,1322,338,437,334,46,1663,552,1521,1796,97,86,207,5082,0.5981124655918206,1.9984270546598504,0.5293409569665964,1.5884313332412388,-0.8416779367934344,2
110,20,1781,994,322,228,295,33,1252,168,1226,4722,366,121,123,3902,0.6883773161145423,2.1909039865244244,0.5194704049844237,0.5214727409212859,-1.1902820700222314,2
111,18,4344,1551,218,134,348,64,316,507,2783,2055,258,179,160,3735,0.6406537753222836,0.8598066298342542,0.7913669064748201,-0.8864998869639892,-1.1038512926582256,3
112,20,7762,1425,412,94,36,34,597,44,1880,3336,1620,15,186,4463,0.2422056171089925,0.5749806750837413,0.833607230895645,-0.6184311524602093,-0.8659689368990512,1
113,22,2558,1910,363,185,302,16,767,674,1631,782,1192,206,319,5934,0.6376075058639562,2.3197810789679436,0.9519736842105264,2.0392628935048123,1.3597671914431133,2
114,20,5793,1740,306,392,277,90,1744,574,2014,1507,626,107,47,5903,0.3476609701363715,1.0189884343172797,0.5575197889182057,1.6692814659610382,-0.8455545221884256,1
115,18,4032,1539,194,65,82,80,1750,444,1332,4870,364,239,291,5048,0.3303571428571428,1.251984126984127,0.4493252942865346,1.1649448384824455,-1.5910453211082607,1
116,22,5328,706,472,382,81,80,885,312,2056,3854,803,177,69,3967,0.3858858858858859,0.7445570570570571,0.922927775084828,-1.160566612239929,-0.8592132346910598,3
117,27,6678,698,321,244,119,33,1635,204,2575,676,1109,274,390,5027,0.3855944893680743,0.7527702905061395,0.8941220798794273,0.15713699644891652,-0.2647482994647871,1
118,24,6780,1014,465,58,38,20,560,573,492,1830,1536,17,175,4456,0.0725663716814159,0.6572271386430678,1.1853849926434528,-1.2167990631529924,0.001016736350465999,0
119,24,2508,1003,375,365,36,82,1224,450,925,4090,1837,181,343,5896,0.3688197767145135,2.3508771929824563,1.2659492697924672,1.1496950873662835,2.0276216281034163,2
120,26,2729,1060,479,383,344,21,1971,623,2012,4306,964,204,367,6416,0.7372663979479663,2.3510443385855626,0.8279202279202279,2.8146372410050735,1.2897305056376112,2
121,27,2535,798,330,382,392,44,257,336,2495,1360,804,278,140,3761,0.9842209072978304,1.483629191321499,1.715523465703971,-1.4162166884502891,1.2843060098503127,0
122,27,6085,1788,408,376,265,72,1503,417,149,4585,603,28,159,5619,0.0244864420706655,0.92341824157765,0.519059205190592,1.2473482103641722,-1.3922924217451897,1
123,20,1775,1273,218,64,270,77,1911,343,1496,2686,1654,58,35,5903,0.8428169014084507,3.3256338028169012,0.7351557907113463,2.865024169338938,1.3330127451062257,2
124,24,4240,381,367,376,100,66,1201,584,1150,190,452,167,328,4022,0.2712264150943396,0.9485849056603772,1.0636223704463827,-1.2459319250923948,-0.5251729890416353,3
125,18,3789,903,532,151,58,22,756,615,899,842,1180,75,68,4360,0.2372657693322776,1.150699392979678,0.9899589228662712,-0.6663890241066815,-0.2357628256032008,3
126,21,2739,1071,372,275,55,32,122,565,1892,334,88,68,183,2831,0.6907630522088354,1.0335889010587809,0.8089456869009585,-1.8400170847823991,-1.599510329779342,3
127,21,6870,1202,163,474,216,92,341,95,2796,1110,630,168,81,3462,0.4069868995633188,0.5039301310043668,1.0293083235638922,-1.937735599230188,-1.122280077723892,3
128,22,1625,664,397,327,177,48,1194,505,1463,578,229,280,359,4180,0.9003076923076923,2.5723076923076924,0.8536585365853658,0.596627899822327,0.13083359235101646,2
129,24,5565,462,449,457,223,97,1868,107,2448,61,61,130,173,4027,0.4398921832884097,0.7236298292902067,0.4490824037423533,-0.2880432018632193,-2.2459151968580775,3
130,24,5812,1371,512,162,215,89,1671,251,1665,386,1412,263,331,6277,0.2864762560220234,1.080006882312457,0.7661789532920653,1.7976819956514418,0.24907256573513975,1
131,21,5368,810,502,477,235,21,1082,26,2313,1169,992,270,395,4810,0.430886736214605,0.8960506706408345,1.009189640768588,-0.06963159019318509,-0.07573973200012715,1
132,24,2708,1652,593,50,304,43,1728,569,2463,2200,1789,144,365,7237,0.9095273264401772,2.6724519940915803,0.8215454316637302,3.9539979756259256,2.157134566335425,2
133,20,6842,415,110,315,215,80,1488,71,100,4714,597,283,169,3743,0.0146156094709149,0.5470622624963462,0.8594138102334824,-1.5305804022152376,-1.4565640221609968,3
134,23,4749,1240,197,257,326,84,1803,674,1119,1683,1199,65,395,6240,0.2356285533796588,1.31396083385976,0.925925925925926,1.406697936491457,0.7980921323146831,1
135,19,2418,636,533,159,171,40,259,415,1384,486,112,105,92,2522,0.5723738626964433,1.043010752688172,0.7661064425770309,-2.102128574099734,-1.8138578487534545,3
136,27,6913,1180,170,249,33,71,1396,240,162,3732,893,123,88,4443,0.0234341096484883,0.6427021553594676,0.6179898033503277,-0.4483972447496292,-1.695539863359721,3
137,26,5423,1036,463,489,344,22,1996,447,2630,540,1155,37,196,6185,0.4849714180342984,1.1405126313848424,0.7696709585121603,1.7747969343581338,0.27376168398714357,1
138,22,7794,1139,157,418,165,40,94,162,1969,2060,1058,11,373,3617,0.2526302283808057,0.4640749294328971,1.602158273381295,-2.5540312161666265,-0.03345830825394893,0
139,23,7257,446,389,355,76,11,1148,382,2369,4246,1892,221,21,4941,0.3264434339258646,0.6808598594460521,1.491679273827534,-0.9319769654770101,1.1625048638608424,0
140,21,5903,1898,350,61,230,24,40,401,251,1238,1372,77,328,4781,0.0425207521599186,0.8099271556835508,1.089597902097902,-0.5612127533098931,-0.01010742847485275,1
141,27,6955,1646,375,394,287,66,1914,580,743,990,83,137,138,5620,0.1068296189791516,0.8080517613227893,0.4282083862770012,1.485479332950761,-1.8141529036299435,1
142,24,3469,742,149,237,229,84,253,296,725,4467,801,33,26,2850,0.2089939463822427,0.8215624099164024,1.4912587412587412,-3.073803979809457,-0.5357505708932842,3
143,26,4293,1136,457,203,36,43,6,290,316,2299,1682,262,274,4389,0.0736081993943629,1.0223619846261356,1.74484052532833,-1.6545601947621984,1.1583492433981106,0
144,24,2391,1336,315,417,305,77,1494,33,295,3907,98,239,94,4408,0.123379339188624,1.8435800920117107,0.4015898251192369,0.817496894431301,-1.9578130258786084,3
145,18,5970,1242,493,383,363,84,727,317,1114,4288,707,185,370,4871,0.1865996649916247,0.8159128978224456,0.9784727863525589,-0.2502653861512534,-0.245333416631364,1
146,18,3533,1817,515,474,222,38,1534,483,2794,1080,1710,230,214,7237,0.7908293235210869,2.048400792527597,0.871960682876358,3.4024242953293973,1.8385794336293158,2
147,26,2864,586,151,469,118,75,1604,546,2855,197,750,45,206,4550,0.9968575418994412,1.5886871508379887,0.943613840239214,0.0912145560597174,0.21272213162904688,2
148,26,1628,1019,370,426,298,25,68,253,1621,2194,1130,11,22,3622,0.9957002457002456,2.2248157248157248,1.485929993136582,-1.005287699185945,1.09036078878789,2
149,21,2514,1437,584,328,228,48,1104,594,1678,1598,1934,283,203,6743,0.6674622116149562,2.6821797931583133,1.15776,2.6764471747145975,2.7574175782695645,2
150,26,3299,779,183,220,148,86,541,46,1180,1600,158,186,354,2701,0.3576841467111246,0.8187329493785995,0.7970725216234198,-2.215130408226332,-1.9891215391822674,3
151,20,6977,321,486,183,354,46,1608,490,1627,3692,1590,273,292,5643,0.2331947828579618,0.8088003439873871,1.3366459627329192,0.0752568050739881,1.4341391153499974,1
152,24,6112,1672,392,476,307,90,1285,112,821,3865,1034,195,387,5950,0.1343259162303665,0.9734947643979056,0.7766497461928934,1.2618192211689592,-0.20734106693085871,1
153,23,3018,982,225,74,271,30,88,636,1707,683,73,24,71,2474,0.5656063618290258,0.8197481776010603,0.9104247104247104,-2.497807697851029,-1.6356024370256093,3
154,25,5681,1889,395,67,284,53,1938,328,1859,3083,270,288,282,5794,0.3272311212814645,1.0198908642844569,0.3723353860729512,2.250458728345295,-1.7107382219915308,1
155,26,2698,1205,171,239,290,28,1231,71,1662,3989,364,203,387,4189,0.6160118606375092,1.5526315789473684,0.6068277713847334,0.3617497671396859,-1.1838805443346392,3
156,22,5373,619,395,190,207,80,212,338,739,332,343,207,152,2743,0.1375395495998511,0.5105155406662945,1.237357259380098,-2.977370572048337,-1.2475771714661774,3
157,18,7954,425,335,92,233,17,833,200,2253,1771,1083,73,244,3535,0.2832537088257481,0.4444304752325874,1.219083490269931,-2.075541710167559,-0.5825827749331992,3
158,20,6738,576,155,383,302,86,265,588,264,4200,1750,299,329,4733,0.0391807658058771,0.7024339566636985,3.752008032128514,-3.620212020676981,4.386907912313827,0
159,27,3974,1527,506,333,230,75,911,139,314,2721,1069,27,80,4897,0.0790135883241067,1.2322596879718168,0.6633831521739131,0.3750702541561268,-0.9841727754454729,1
160,25,7589,493,459,195,384,50,292,62,1194,806,1554,73,384,3946,0.1573329819475556,0.5199631044933456,2.172025723472669,-2.739962534082703,1.3897743199068604,0
161,23,4985,1987,494,364,95,84,1230,666,189,1064,1800,260,35,7015,0.037913741223671,1.407221664994985,0.8903260576663972,2.254279048289733,1.1213721011503945,1
162,25,7757,1870,209,493,167,97,332,279,1895,888,1067,26,248,4788,0.2442954750547892,0.6172489364445017,0.9858979676482788,-0.6269871294142354,-0.42689595058363544,3
