ID,dominant_spending_intensity,anomaly_ratio,has_anomaly,behavior_type,behavior_risk_level,behavior_justification,savings_rate,expense_to_income_ratio,discretionary_vs_fixed_ratio,cluster,anomaly,financial_health,health_score,health_justification
21.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
22.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
24.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,3.0,0.0,Moderate,0.0,Insufficient financial indicators for full assessment
27.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
28.0,Medium,0.0,False,Stable,Low,"Dominant intensity=Medium, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
30.0,Unknown,0.0,False,Unknown,Unknown,,0.0,0.0,0.0,3.0,0.0,Moderate,0.0,Insufficient financial indicators for full assessment
31.0,Unknown,0.0,False,Unknown,Unknown,,0.580946035976016,3.707528314457029,0.7428750391481366,2.0,1.0,At Risk,0.0,Healthy savings rate; High spending pressure; High discretionary spending; Anomalous financial behavior detected
32.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
33.0,Medium,0.0,False,Stable,Low,"Dominant intensity=Medium, anomaly_ratio=0.0",0.0,0.0,0.0,3.0,0.0,Moderate,0.0,Insufficient financial indicators for full assessment
34.0,High,0.0,False,Impulsive,Medium,"Dominant intensity=High, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
37.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
38.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
39.0,High,0.0,False,Impulsive,Medium,"Dominant intensity=High, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
40.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
42.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
44.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,1.0,0.0,Moderate,0.0,Insufficient financial indicators for full assessment
45.0,Low,0.0338983050847457,True,Inconsistent,High,"Dominant intensity=Low, anomaly_ratio=0.03",0.2233035244608101,0.5216991057338243,2.1089341692789967,0.0,1.0,Moderate,2.0,Healthy savings rate; Controlled spending; High discretionary spending; Anomalous financial behavior detected
46.0,Medium,0.0,False,Stable,Low,"Dominant intensity=Medium, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
47.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
48.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
50.0,Medium,0.0,False,Stable,Low,"Dominant intensity=Medium, anomaly_ratio=0.0",0.0,0.0,0.0,0.0,0.0,Moderate,0.0,Insufficient financial indicators for full assessment
51.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
52.0,High,0.0084745762711864,True,Inconsistent,High,"Dominant intensity=High, anomaly_ratio=0.01",0.4351510685335298,1.060611643330877,0.4117214320745463,1.0,1.0,At Risk,1.0,Healthy savings rate; High spending pressure; Balanced discretionary spending; Anomalous financial behavior detected
53.0,High,0.0,False,Impulsive,Medium,"Dominant intensity=High, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
55.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
57.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0384221311475409,0.7223360655737705,1.599877074370006,0.0,1.0,At Risk,-1.0,Low savings rate; Moderate spending; High discretionary spending; Anomalous financial behavior detected
58.0,Low,0.0121951219512195,True,Inconsistent,High,"Dominant intensity=Low, anomaly_ratio=0.01",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
59.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
60.0,Medium,0.0,False,Stable,Low,"Dominant intensity=Medium, anomaly_ratio=0.0",0.18841402811302,0.78262104216953,0.5281397283060715,1.0,1.0,At Risk,0.0,Moderate savings rate; Moderate spending; High discretionary spending; Anomalous financial behavior detected
61.0,Medium,0.0,False,Stable,Low,"Dominant intensity=Medium, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
62.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
63.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
64.0,Medium,0.0,False,Stable,Low,"Dominant intensity=Medium, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
65.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
66.0,Unknown,0.0,False,Unknown,Unknown,,0.0,0.0,0.0,3.0,0.0,Moderate,0.0,Insufficient financial indicators for full assessment
68.0,High,0.0,False,Impulsive,Medium,"Dominant intensity=High, anomaly_ratio=0.0",0.0820386510041682,1.0911330049261083,0.6663773148148148,1.0,1.0,At Risk,-2.0,Low savings rate; High spending pressure; High discretionary spending; Anomalous financial behavior detected
69.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
70.0,Unknown,0.0,False,Unknown,Unknown,,0.2724703222159412,2.6834369700395704,1.8804611650485437,0.0,1.0,At Risk,0.0,Healthy savings rate; High spending pressure; High discretionary spending; Anomalous financial behavior detected
71.0,Unknown,0.0,False,Unknown,Unknown,,0.0,0.0,0.0,3.0,0.0,Moderate,0.0,Insufficient financial indicators for full assessment
73.0,Medium,0.0338983050847457,True,Inconsistent,High,"Dominant intensity=Medium, anomaly_ratio=0.03",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
74.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.1845342706502636,0.6041638502095444,0.7657052548399842,3.0,1.0,At Risk,0.0,Moderate savings rate; Moderate spending; High discretionary spending; Anomalous financial behavior detected
75.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
77.0,High,0.0,False,Impulsive,Medium,"Dominant intensity=High, anomaly_ratio=0.0",0.0,0.0,0.0,0.0,0.0,Moderate,0.0,Insufficient financial indicators for full assessment
78.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
79.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.3341049382716049,0.6577932098765432,1.5820292781423524,0.0,1.0,At Risk,1.0,Healthy savings rate; Moderate spending; High discretionary spending; Anomalous financial behavior detected
80.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
81.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
84.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
86.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
87.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
89.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
90.0,Medium,0.0,False,Stable,Low,"Dominant intensity=Medium, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
92.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
94.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
96.0,High,1.0,True,Inconsistent,High,"Dominant intensity=High, anomaly_ratio=1.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
98.0,High,0.0,False,Impulsive,Medium,"Dominant intensity=High, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
100.0,Medium,0.0,False,Stable,Low,"Dominant intensity=Medium, anomaly_ratio=0.0",0.8093430656934306,1.8572262773722628,0.5962358845671267,2.0,1.0,At Risk,0.0,Healthy savings rate; High spending pressure; High discretionary spending; Anomalous financial behavior detected
101.0,Unknown,0.0,False,Unknown,Unknown,,1.150070788107598,2.173194903256253,0.4731285988483685,2.0,1.0,At Risk,1.0,Healthy savings rate; High spending pressure; Balanced discretionary spending; Anomalous financial behavior detected
102.0,Unknown,0.0,False,Unknown,Unknown,,1.071377072819034,1.2018745493871663,0.8740865654862282,3.0,1.0,At Risk,0.0,Healthy savings rate; High spending pressure; High discretionary spending; Anomalous financial behavior detected
103.0,Medium,0.0,False,Stable,Low,"Dominant intensity=Medium, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
104.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
106.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
107.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
108.0,Unknown,0.0,False,Unknown,Unknown,,0.8370028409090909,1.838068181818182,1.419822346891071,2.0,1.0,At Risk,0.0,Healthy savings rate; High spending pressure; High discretionary spending; Anomalous financial behavior detected
110.0,Medium,0.0,False,Stable,Low,"Dominant intensity=Medium, anomaly_ratio=0.0",0.0,0.0,0.0,2.0,0.0,Moderate,0.0,Insufficient financial indicators for full assessment
112.0,High,0.0084745762711864,True,Inconsistent,High,"Dominant intensity=High, anomaly_ratio=0.01",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
113.0,Medium,0.0084745762711864,True,Inconsistent,High,"Dominant intensity=Medium, anomaly_ratio=0.01",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
114.0,High,0.6016949152542372,True,Inconsistent,High,"Dominant intensity=High, anomaly_ratio=0.6",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
115.0,Medium,0.0,False,Stable,Low,"Dominant intensity=Medium, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
116.0,Low,0.0119047619047619,True,Inconsistent,High,"Dominant intensity=Low, anomaly_ratio=0.01",0.0,0.0,0.0,3.0,0.0,Moderate,0.0,Insufficient financial indicators for full assessment
118.0,Medium,0.0,False,Stable,Low,"Dominant intensity=Medium, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
119.0,Medium,0.0,False,Stable,Low,"Dominant intensity=Medium, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
120.0,Medium,0.0338983050847457,True,Inconsistent,High,"Dominant intensity=Medium, anomaly_ratio=0.03",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
121.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
122.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
123.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
124.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,3.0,0.0,Moderate,0.0,Insufficient financial indicators for full assessment
125.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,3.0,0.0,Moderate,0.0,Insufficient financial indicators for full assessment
126.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
127.0,Medium,0.0338983050847457,True,Inconsistent,High,"Dominant intensity=Medium, anomaly_ratio=0.03",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
128.0,Medium,0.0,False,Stable,Low,"Dominant intensity=Medium, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
129.0,Unknown,0.0,False,Unknown,Unknown,,0.4398921832884097,0.7236298292902067,0.4490824037423533,3.0,1.0,Moderate,2.0,Healthy savings rate; Moderate spending; Balanced discretionary spending; Anomalous financial behavior detected
132.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
133.0,Medium,0.0,False,Stable,Low,"Dominant intensity=Medium, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
134.0,Medium,0.0,False,Stable,Low,"Dominant intensity=Medium, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
135.0,High,0.0,False,Impulsive,Medium,"Dominant intensity=High, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
136.0,Unknown,0.0,False,Unknown,Unknown,,0.0,0.0,0.0,3.0,0.0,Moderate,0.0,Insufficient financial indicators for full assessment
137.0,High,0.0,False,Impulsive,Medium,"Dominant intensity=High, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
138.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
140.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
141.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
142.0,Medium,0.0,False,Stable,Low,"Dominant intensity=Medium, anomaly_ratio=0.0",0.2089939463822427,0.8215624099164024,1.4912587412587412,3.0,1.0,At Risk,0.0,Healthy savings rate; High spending pressure; High discretionary spending; Anomalous financial behavior detected
144.0,High,0.0,False,Impulsive,Medium,"Dominant intensity=High, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
145.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
146.0,Medium,0.0,False,Stable,Low,"Dominant intensity=Medium, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
147.0,Medium,0.0,False,Stable,Low,"Dominant intensity=Medium, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
148.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
149.0,Medium,0.0,False,Stable,Low,"Dominant intensity=Medium, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
150.0,Medium,0.0,False,Stable,Low,"Dominant intensity=Medium, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
152.0,Medium,0.3559322033898305,True,Inconsistent,High,"Dominant intensity=Medium, anomaly_ratio=0.36",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
153.0,Medium,0.0084745762711864,True,Inconsistent,High,"Dominant intensity=Medium, anomaly_ratio=0.01",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
154.0,High,0.0,False,Impulsive,Medium,"Dominant intensity=High, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
155.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
156.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
157.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
160.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
161.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
162.0,Medium,0.0084745762711864,True,Inconsistent,High,"Dominant intensity=Medium, anomaly_ratio=0.01",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
163.0,Unknown,0.0,False,Unknown,Unknown,,0.0,0.0,0.0,3.0,0.0,Moderate,0.0,Insufficient financial indicators for full assessment
164.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
165.0,High,0.1016949152542373,True,Inconsistent,High,"Dominant intensity=High, anomaly_ratio=0.1",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
169.0,Low,0.059322033898305,True,Inconsistent,High,"Dominant intensity=Low, anomaly_ratio=0.06",0.0,0.0,0.0,2.0,0.0,Moderate,0.0,Insufficient financial indicators for full assessment
170.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
171.0,High,0.0,False,Impulsive,Medium,"Dominant intensity=High, anomaly_ratio=0.0",0.0,0.0,0.0,3.0,0.0,Moderate,0.0,Insufficient financial indicators for full assessment
172.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
173.0,Medium,0.0338983050847457,True,Inconsistent,High,"Dominant intensity=Medium, anomaly_ratio=0.03",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
174.0,Unknown,0.0,False,Unknown,Unknown,,0.2481899797277729,0.7699102229944975,0.5551330798479087,1.0,1.0,At Risk,1.0,Healthy savings rate; Moderate spending; High discretionary spending; Anomalous financial behavior detected
176.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0526605252303038,0.7156606627251478,0.7942088934850051,1.0,1.0,At Risk,-1.0,Low savings rate; Moderate spending; High discretionary spending; Anomalous financial behavior detected
177.0,Medium,0.0,False,Stable,Low,"Dominant intensity=Medium, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
178.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
180.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
184.0,Medium,0.0,False,Stable,Low,"Dominant intensity=Medium, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
185.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,3.0,0.0,Moderate,0.0,Insufficient financial indicators for full assessment
186.0,Unknown,0.0,False,Unknown,Unknown,,0.0,0.0,0.0,2.0,0.0,Moderate,0.0,Insufficient financial indicators for full assessment
189.0,Unknown,0.0,False,Unknown,Unknown,,0.1721824686940966,0.5861657722122838,0.7632286995515695,3.0,1.0,At Risk,1.0,Moderate savings rate; Controlled spending; High discretionary spending; Anomalous financial behavior detected
190.0,High,0.0,False,Impulsive,Medium,"Dominant intensity=High, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
194.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
196.0,Medium,0.0,False,Stable,Low,"Dominant intensity=Medium, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
197.0,High,0.0,False,Impulsive,Medium,"Dominant intensity=High, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
198.0,Medium,0.0,False,Stable,Low,"Dominant intensity=Medium, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
199.0,Medium,0.0,False,Stable,Low,"Dominant intensity=Medium, anomaly_ratio=0.0",0.0,0.0,0.0,0.0,0.0,Moderate,0.0,Insufficient financial indicators for full assessment
200.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,1.0,0.0,Moderate,0.0,Insufficient financial indicators for full assessment
201.0,Low,0.0084745762711864,True,Inconsistent,High,"Dominant intensity=Low, anomaly_ratio=0.01",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
203.0,Medium,0.0,False,Stable,Low,"Dominant intensity=Medium, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
204.0,Unknown,0.0,False,Unknown,Unknown,,0.5080851063829788,2.811914893617021,0.6691083606971457,2.0,1.0,At Risk,0.0,Healthy savings rate; High spending pressure; High discretionary spending; Anomalous financial behavior detected
205.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
206.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
207.0,Medium,0.0,False,Stable,Low,"Dominant intensity=Medium, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
208.0,High,0.1101694915254237,True,Inconsistent,High,"Dominant intensity=High, anomaly_ratio=0.11",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
209.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
211.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.734955185659411,0.7282330345710627,1.5249722530521643,3.0,1.0,At Risk,1.0,Healthy savings rate; Moderate spending; High discretionary spending; Anomalous financial behavior detected
212.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
213.0,Medium,0.0,False,Stable,Low,"Dominant intensity=Medium, anomaly_ratio=0.0",0.0,0.0,0.0,3.0,0.0,Moderate,0.0,Insufficient financial indicators for full assessment
216.0,Medium,0.0,False,Stable,Low,"Dominant intensity=Medium, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
217.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
218.0,Low,0.0,False,Stable,Low,"Dominant intensity=Low, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
219.0,Low,0.0084745762711864,True,Inconsistent,High,"Dominant intensity=Low, anomaly_ratio=0.01",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
220.0,Medium,0.0,False,Stable,Low,"Dominant intensity=Medium, anomaly_ratio=0.0",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
221.0,Unknown,0.0,False,Unknown,Unknown,,0.3695713479977439,0.7299774393683023,1.466412577417818,0.0,1.0,At Risk,1.0,Healthy savings rate; Moderate spending; High discretionary spending; Anomalous financial behavior detected
222.0,Medium,0.0847457627118644,True,Inconsistent,High,"Dominant intensity=Medium, anomaly_ratio=0.08",0.0,0.0,0.0,-1.0,0.0,Unknown,0.0,
